age,experience,income,family,mortgage,personal_loan,creditcard,loan_delinquency,non_valid_passport,undergraduate_edu,graduate_edu,advance_edu
33,9,158,5,0,0,0,0,0,0,0,1
22,15,184,4,0,0,0,0,0,0,1,0
62,28,218,1,0,0,0,0,0,1,0,0
52,5,156,1,0,0,0,0,0,1,0,0
24,30,149,5,0,0,0,1,0,0,0,1
46,-1,43,4,0,0,0,0,0,0,1,0
46,28,20,5,0,0,0,0,0,0,0,1
48,19,292,3,0,0,0,0,0,1,0,0
53,33,27,5,0,0,1,0,0,0,1,0
58,22,15,1,0,0,0,1,0,0,1,0
41,3,46,3,0,0,0,0,0,1,0,0
53,18,192,1,1550,0,0,0,0,0,0,1
43,-1,294,1,0,0,0,0,0,0,1,0
58,16,173,1,3000,0,0,0,0,0,0,1
61,4,133,5,0,0,0,0,0,1,0,0
44,14,236,1,0,0,0,0,0,0,1,0
49,24,279,1,2720,0,0,0,0,0,1,0
39,17,156,4,0,0,0,0,0,0,0,1
63,7,183,5,0,0,0,0,0,0,0,1
61,3,174,2,0,0,0,0,0,0,1,0
30,5,101,3,0,0,0,0,0,1,0,0
46,20,173,3,0,0,0,0,0,0,0,1
50,7,335,2,0,0,0,0,0,0,1,0
46,26,20,5,1440,0,0,0,0,0,1,0
50,18,94,2,940,0,0,0,0,0,1,0
53,22,185,5,0,1,0,0,0,0,1,0
49,-2,96,2,0,0,0,0,0,0,0,1
23,31,115,1,900,0,0,0,0,0,1,0
60,4,205,5,0,0,0,0,0,0,1,0
62,30,146,3,0,0,0,0,0,0,1,0
26,32,278,4,0,0,0,0,0,0,1,0
30,5,238,1,0,0,0,0,0,0,1,0
18,38,340,3,890,0,1,0,0,0,1,0
21,3,84,2,2400,0,0,0,0,0,0,1
21,31,168,5,0,0,0,0,0,0,1,0
27,8,84,2,2080,0,0,0,0,0,1,0
33,3,99,1,0,1,0,0,0,0,0,1
41,2,268,3,0,0,0,0,0,1,0,0
41,11,326,1,0,0,0,0,0,1,0,0
43,28,199,1,2750,0,0,0,0,0,1,0
19,23,251,2,830,0,0,0,0,1,0,0
19,40,114,4,0,0,0,0,0,1,0,0
22,35,57,5,0,0,0,0,0,0,1,0
34,12,350,3,0,0,0,0,0,0,0,1
58,37,334,1,0,0,1,0,0,1,0,0
58,14,310,3,0,0,0,0,0,1,0,0
25,20,128,3,0,0,0,0,0,0,1,0
65,37,201,2,1150,0,1,0,0,1,0,0
62,27,179,4,0,0,0,0,0,1,0,0
35,8,37,2,0,1,0,0,0,0,0,1
56,17,227,3,0,0,0,0,0,0,0,1
35,17,287,4,1310,0,0,0,0,0,0,1
19,19,94,3,780,0,0,0,0,0,0,1
56,6,207,5,1220,0,0,1,0,1,0,0
32,28,42,4,2110,0,0,0,0,0,1,0
38,6,313,1,1000,0,0,0,0,1,0,0
39,19,164,3,0,0,0,0,0,1,0,0
32,24,93,5,0,0,0,0,0,0,0,1
44,19,281,5,2180,0,0,0,0,0,1,0
64,7,237,5,1080,0,0,0,1,0,0,1
35,18,71,1,0,0,0,0,0,0,0,1
62,32,139,5,0,1,0,0,0,0,1,0
57,31,109,2,0,0,0,0,0,0,1,0
36,31,323,1,0,0,0,0,0,0,0,1
22,35,342,1,1690,0,1,0,0,0,0,1
64,16,327,4,1960,0,0,0,0,0,1,0
52,28,163,1,0,0,0,0,0,0,1,0
57,16,16,1,0,0,0,0,0,1,0,0
29,36,116,5,0,0,1,0,0,1,0,0
32,18,108,4,3270,0,0,0,0,1,0,0
40,10,277,2,0,0,1,0,0,1,0,0
45,24,230,5,0,0,0,1,0,0,1,0
24,21,330,2,0,0,0,0,0,1,0,0
46,27,194,5,0,0,1,0,0,0,1,0
55,9,265,3,3220,0,0,0,0,0,1,0
39,33,12,5,0,0,1,0,0,1,0,0
64,38,222,5,1230,0,0,0,0,0,0,1
30,25,186,2,0,0,0,0,0,1,0,0
55,-1,111,4,0,0,0,0,0,1,0,0
64,22,156,3,1630,1,0,0,0,1,0,0
35,4,87,4,1310,0,0,1,0,0,1,0
19,9,156,5,0,0,0,0,0,1,0,0
37,23,245,4,2050,0,0,0,0,0,0,1
50,29,173,2,0,1,0,0,0,0,0,1
28,25,13,2,0,0,1,0,0,1,0,0
20,11,105,4,1450,0,0,0,0,1,0,0
61,8,264,2,0,0,0,0,0,0,1,0
34,26,349,1,0,0,0,0,0,1,0,0
27,39,349,5,0,0,0,0,0,1,0,0
62,14,256,4,0,0,0,0,0,0,1,0
23,38,161,5,0,0,1,0,0,0,0,1
60,41,65,5,0,1,0,0,0,1,0,0
35,20,97,3,0,0,0,0,0,1,0,0
57,30,26,2,2270,0,0,0,0,1,0,0
44,24,167,1,0,0,0,0,0,1,0,0
21,26,241,1,0,0,1,0,0,0,0,1
32,39,81,2,1900,0,0,0,0,0,1,0
33,41,202,4,0,0,0,0,0,0,0,1
19,29,221,1,0,0,0,0,0,0,0,1
41,-1,179,1,2390,0,1,0,0,0,1,0
54,41,57,1,2820,1,0,0,0,0,1,0
65,27,101,3,0,0,0,0,0,0,0,1
20,10,106,2,850,0,0,0,0,1,0,0
45,23,159,2,0,0,0,0,0,1,0,0
52,2,111,3,1600,0,0,0,0,0,1,0
35,23,170,1,1030,0,0,0,0,0,1,0
19,21,82,5,0,0,0,0,0,0,1,0
59,27,249,1,2070,0,0,0,0,1,0,0
65,31,25,1,3640,0,0,0,0,0,0,1
25,36,44,1,0,0,0,0,0,1,0,0
29,9,176,2,0,1,0,0,0,1,0,0
56,34,332,5,0,0,0,1,0,0,0,1
40,16,71,3,0,0,0,0,0,0,0,1
24,17,96,2,4490,0,0,0,0,0,0,1
37,8,84,1,0,0,0,0,0,0,1,0
33,-1,47,4,0,0,0,0,0,0,1,0
55,22,127,2,0,0,0,0,0,0,0,1
50,20,142,2,2070,0,0,0,0,0,0,1
49,30,213,2,0,0,0,0,0,1,0,0
31,34,302,1,750,0,0,0,0,1,0,0
36,18,152,1,1130,0,0,0,0,0,1,0
57,2,51,4,1110,0,0,0,0,0,1,0
54,15,139,4,1070,0,0,0,0,0,1,0
45,7,226,1,810,0,0,0,0,0,0,1
26,4,12,3,0,0,0,0,0,0,0,1
41,27,169,4,820,0,1,0,0,1,0,0
25,17,182,5,0,0,1,0,0,0,0,1
44,38,34,4,2200,0,0,0,0,0,1,0
61,20,149,3,910,0,0,0,0,0,0,1
37,11,327,5,0,0,0,0,0,0,1,0
64,19,191,4,0,0,0,0,0,0,1,0
63,9,199,1,0,1,0,0,0,1,0,0
64,17,178,4,920,0,0,0,0,0,1,0
20,32,137,4,0,0,0,0,0,0,0,1
58,36,261,5,0,0,0,0,0,0,1,0
39,34,219,1,0,0,1,0,0,0,0,1
62,20,231,4,0,0,0,1,0,0,1,0
37,10,119,2,1150,0,0,0,0,1,0,0
25,4,127,4,0,0,0,1,0,1,0,0
39,17,326,3,870,0,0,0,0,0,1,0
59,37,40,5,1870,0,0,0,0,0,0,1
27,16,45,4,0,0,0,0,0,0,0,1
23,9,138,5,0,0,0,0,0,0,0,1
19,23,262,1,0,0,0,0,0,1,0,0
23,23,39,3,0,0,0,0,0,1,0,0
64,5,170,1,1610,0,0,0,0,1,0,0
55,34,129,1,0,0,0,0,0,0,1,0
36,31,249,3,1370,0,0,0,0,0,1,0
28,35,173,2,0,0,0,0,0,0,0,1
18,32,350,4,0,0,0,0,0,1,0,0
33,24,309,3,0,0,0,0,0,0,1,0
52,21,194,4,0,1,0,0,0,0,0,1
38,24,122,1,0,0,0,0,0,1,0,0
41,38,296,2,0,0,0,0,0,0,1,0
63,15,347,4,0,0,1,0,0,0,0,1
27,33,76,4,0,0,0,0,0,0,1,0
63,37,44,4,0,0,0,0,0,0,1,0
24,20,233,3,0,1,0,0,0,1,0,0
24,28,285,3,0,0,0,0,0,0,1,0
57,18,70,3,2050,0,0,0,0,1,0,0
38,3,202,2,0,0,0,0,0,0,0,1
41,1,232,4,0,0,0,0,0,0,0,1
27,24,19,4,0,0,0,0,0,1,0,0
46,42,328,5,0,0,0,0,0,0,1,0
48,7,154,2,0,0,0,0,0,0,1,0
55,35,127,1,0,1,0,0,0,1,0,0
56,37,48,4,0,1,0,0,0,0,0,1
38,10,285,1,0,0,1,0,0,0,1,0
42,23,183,2,0,0,0,0,0,1,0,0
62,27,86,4,0,0,0,0,0,0,1,0
28,37,15,4,0,0,0,0,0,1,0,0
18,6,95,3,0,0,1,0,0,1,0,0
63,37,145,3,0,0,0,0,0,0,1,0
65,20,58,3,0,0,0,0,0,0,1,0
44,4,92,5,0,0,1,0,0,0,1,0
55,37,120,3,0,0,0,0,0,0,1,0
26,32,141,2,0,0,0,0,0,0,1,0
27,17,261,3,0,0,0,0,0,0,0,1
23,34,194,5,0,0,0,0,0,1,0,0
64,5,157,1,0,0,0,1,0,1,0,0
54,28,100,3,3550,0,0,0,0,0,1,0
65,39,325,2,0,0,0,0,0,0,1,0
55,23,137,4,0,0,0,1,0,0,0,1
24,14,247,3,0,0,1,0,0,0,0,1
38,30,98,1,0,0,0,0,0,1,0,0
28,31,237,4,0,0,0,0,0,0,0,1
40,28,282,3,0,0,0,0,0,0,0,1
37,39,208,2,0,0,0,0,0,1,0,0
18,28,136,2,0,0,0,0,0,0,1,0
37,3,43,1,0,0,0,0,0,1,0,0
59,24,98,1,1660,0,0,0,0,0,0,1
58,6,295,5,1000,0,0,0,0,1,0,0
22,28,185,3,0,0,0,0,0,1,0,0
55,13,313,4,3140,0,0,0,0,0,0,1
58,21,112,3,0,1,0,0,0,0,0,1
39,12,329,2,0,0,0,0,0,1,0,0
21,39,161,4,1080,0,0,1,0,0,1,0
32,19,123,3,0,0,0,0,0,1,0,0
44,6,128,3,1190,0,0,0,0,0,0,1
47,2,129,3,0,1,0,0,0,0,1,0
18,18,194,5,1060,0,1,0,0,0,0,1
58,28,347,1,0,1,0,0,0,1,0,0
60,16,276,3,0,0,0,0,0,1,0,0
36,29,203,1,0,0,0,0,0,0,1,0
38,39,87,5,0,0,0,0,0,0,1,0
34,26,185,5,910,1,0,0,0,0,0,1
45,31,146,5,760,0,0,0,0,0,1,0
52,36,97,1,0,0,0,0,0,1,0,0
44,28,341,1,0,1,0,0,0,0,1,0
24,7,305,4,0,0,0,0,0,0,1,0
27,32,133,1,0,1,0,0,0,1,0,0
48,30,330,2,5870,1,0,0,0,0,0,1
55,20,266,5,0,0,0,0,0,0,0,1
53,22,125,3,0,0,0,0,0,0,0,1
53,22,192,5,0,0,0,0,0,1,0,0
27,21,184,1,0,0,0,0,0,0,0,1
22,15,47,4,0,1,0,0,0,1,0,0
38,34,140,3,0,0,0,0,0,1,0,0
18,3,285,2,0,0,0,0,0,0,1,0
40,30,262,4,0,0,0,0,0,0,1,0
53,29,188,5,0,0,0,0,0,1,0,0
56,16,204,4,0,0,0,0,0,0,0,1
35,-2,203,4,0,0,0,0,0,1,0,0
47,29,140,5,0,0,0,0,0,0,0,1
45,32,83,1,0,0,0,0,0,0,0,1
45,6,283,4,0,0,0,0,0,0,1,0
43,17,232,3,0,0,0,0,0,0,0,1
42,2,220,4,0,0,0,0,0,1,0,0
51,3,196,4,0,0,0,0,0,1,0,0
54,7,311,2,0,0,1,0,0,1,0,0
59,23,115,3,0,0,0,0,0,0,1,0
19,12,177,5,2140,0,0,0,0,0,1,0
57,27,116,4,820,0,0,1,0,0,1,0
57,28,73,3,0,0,0,0,0,0,0,1
38,29,246,1,3070,1,0,0,0,0,0,1
34,27,232,3,0,0,0,0,0,0,1,0
34,27,38,3,0,0,0,0,0,1,0,0
23,39,86,5,0,0,0,0,0,0,1,0
54,29,19,4,0,0,0,0,0,1,0,0
18,6,295,2,0,0,0,0,0,0,1,0
24,33,135,5,0,0,0,0,0,0,1,0
19,10,151,5,0,0,0,0,0,0,0,1
58,25,57,3,0,1,0,0,0,1,0,0
31,8,105,5,0,0,0,0,0,1,0,0
64,38,188,1,1180,0,0,0,0,1,0,0
64,23,25,4,2630,0,0,0,0,1,0,0
18,15,83,2,910,0,0,0,0,0,0,1
43,27,15,3,0,0,0,0,0,1,0,0
31,30,140,2,0,0,0,0,0,1,0,0
19,25,290,3,0,0,0,0,0,1,0,0
39,13,128,5,0,0,0,0,0,1,0,0
30,35,60,2,0,0,0,0,0,0,0,1
58,9,158,1,0,0,0,0,0,0,0,1
24,15,73,1,0,0,1,0,0,0,0,1
51,11,39,4,0,0,0,1,0,1,0,0
60,21,173,2,0,0,0,0,0,0,1,0
45,37,250,1,880,0,0,0,0,0,1,0
58,9,226,3,750,0,0,0,0,0,0,1
19,30,66,2,0,0,0,0,0,1,0,0
23,5,156,2,810,0,0,0,0,0,0,1
23,31,129,1,0,0,0,0,0,0,0,1
63,10,309,3,0,0,0,0,0,0,0,1
43,35,160,3,0,0,0,0,0,0,1,0
32,12,140,5,0,1,0,0,0,0,1,0
60,33,42,1,1930,0,0,0,0,0,0,1
56,17,262,2,0,0,0,0,0,0,0,1
26,4,47,1,810,0,0,0,0,0,0,1
59,20,145,3,0,0,0,0,0,0,1,0
28,15,74,5,0,0,0,0,0,0,1,0
44,3,120,5,3100,0,0,0,0,0,0,1
62,33,165,3,0,0,0,0,0,1,0,0
27,10,305,2,0,0,0,0,0,1,0,0
45,39,145,5,0,0,0,0,0,0,1,0
38,23,64,5,1270,0,0,0,0,0,1,0
26,17,313,5,0,0,0,0,0,1,0,0
22,27,63,1,0,0,0,0,0,0,0,1
33,14,39,1,2520,0,0,0,0,1,0,0
40,32,213,4,0,0,0,0,0,0,1,0
63,8,123,2,0,0,0,0,0,1,0,0
41,20,299,4,0,0,0,0,0,1,0,0
49,16,15,2,0,0,0,0,0,0,1,0
63,7,297,3,1270,0,0,0,0,1,0,0
43,2,266,4,0,0,0,0,0,0,1,0
52,28,309,3,0,0,0,0,0,0,0,1
39,33,44,2,770,0,0,0,0,0,1,0
65,38,293,1,0,0,0,0,0,0,1,0
54,25,241,4,0,0,0,0,0,0,0,1
55,19,279,4,0,0,0,0,0,0,1,0
61,37,87,2,1700,1,0,0,0,0,0,1
33,31,226,2,1450,0,1,0,0,0,1,0
45,30,254,5,1240,0,0,0,0,0,0,1
40,23,218,5,1010,0,1,0,0,1,0,0
33,30,182,3,2650,0,0,0,0,0,0,1
51,2,186,3,0,0,0,0,0,1,0,0
63,34,324,2,1390,0,0,0,0,0,1,0
50,20,199,5,0,0,0,0,0,1,0,0
24,35,194,4,0,0,0,0,0,0,1,0
29,15,308,4,0,0,0,0,0,1,0,0
26,30,274,2,0,0,0,0,0,1,0,0
46,19,282,5,0,0,0,0,0,1,0,0
56,28,63,5,0,0,0,0,0,1,0,0
36,7,281,5,0,0,0,0,0,1,0,0
22,0,88,5,1340,0,0,0,0,0,1,0
24,4,26,3,0,0,0,0,0,1,0,0
54,36,235,4,1230,0,0,0,0,1,0,0
32,14,63,3,0,0,0,0,0,0,0,1
24,11,11,1,0,0,0,0,0,0,1,0
26,3,241,4,0,0,1,0,0,1,0,0
65,37,46,5,0,0,0,0,0,0,0,1
27,31,215,4,1770,0,0,0,0,1,0,0
39,19,276,4,0,0,0,0,1,0,1,0
51,25,180,3,0,0,0,0,0,0,0,1
56,26,325,5,3050,0,0,0,0,1,0,0
57,13,144,5,0,0,0,0,0,0,1,0
44,5,135,3,0,0,1,0,0,1,0,0
57,29,285,1,0,0,0,0,0,0,0,1
65,16,299,3,0,0,0,0,0,0,1,0
53,33,111,1,3720,1,0,0,0,0,0,1
41,-2,139,5,0,0,0,0,0,1,0,0
54,29,93,1,790,0,0,0,0,0,0,1
28,6,57,4,3010,1,0,0,0,0,1,0
45,12,174,4,0,0,0,0,0,0,0,1
58,32,126,1,0,0,0,0,0,0,1,0
37,4,76,4,2320,0,0,0,0,0,1,0
61,17,29,3,2890,0,0,0,0,1,0,0
42,24,157,4,2120,1,1,0,0,0,0,1
41,37,50,5,1370,0,0,0,0,0,0,1
44,32,228,4,0,0,0,0,0,0,0,1
19,3,128,1,0,1,0,0,0,0,0,1
45,4,181,4,1720,0,0,0,0,0,0,1
32,33,344,2,0,0,0,0,0,0,0,1
63,33,165,4,0,0,0,0,0,0,1,0
60,18,130,4,2500,0,1,0,0,1,0,0
36,2,237,2,0,0,1,0,0,0,0,1
65,22,244,3,840,0,0,0,0,0,1,0
47,3,32,1,1300,0,0,0,0,0,1,0
54,40,277,2,1150,0,0,0,0,0,1,0
28,36,333,5,0,0,0,0,0,0,0,1
23,-1,159,3,3050,0,0,0,0,0,0,1
29,36,93,4,0,0,0,0,0,1,0,0
25,21,245,1,0,0,0,0,0,1,0,0
39,10,119,2,0,0,0,0,0,0,1,0
30,32,251,3,0,0,1,0,0,0,1,0
61,41,43,4,0,1,0,0,0,0,1,0
50,28,80,5,3030,0,0,0,0,0,0,1
20,20,79,1,0,0,0,0,0,1,0,0
32,20,198,3,0,0,0,0,0,1,0,0
64,16,181,3,0,0,0,0,0,1,0,0
36,27,183,3,0,0,0,0,0,0,0,1
48,1,274,1,0,0,0,0,0,0,1,0
47,5,149,1,1260,0,0,0,0,0,1,0
55,6,228,2,0,0,0,0,0,0,0,1
20,30,270,3,0,0,1,1,0,0,0,1
36,30,93,5,0,0,0,1,0,0,0,1
63,18,204,3,0,0,0,0,0,0,1,0
63,9,102,1,1030,0,0,0,0,0,1,0
40,40,243,2,1380,1,0,0,0,1,0,0
27,10,220,5,0,0,0,0,0,0,1,0
31,30,46,5,910,0,0,0,0,0,0,1
43,4,209,3,0,0,0,0,0,0,0,1
43,3,96,4,0,0,0,0,0,1,0,0
55,27,141,5,0,0,0,0,0,0,0,1
62,23,202,5,0,0,0,0,0,1,0,0
23,33,347,3,0,0,0,0,0,1,0,0
18,20,133,3,2560,0,0,0,0,0,0,1
65,32,232,1,0,0,0,0,0,1,0,0
40,13,343,3,0,0,0,0,0,0,1,0
56,37,214,2,1240,0,1,0,0,0,1,0
43,32,29,5,0,0,0,0,0,0,1,0
30,36,135,3,2030,1,0,0,0,1,0,0
26,13,267,2,1400,1,0,0,0,1,0,0
35,29,219,5,0,0,0,0,0,0,0,1
18,4,242,1,0,0,1,0,0,0,0,1
57,15,206,3,0,0,0,0,0,0,1,0
32,32,221,3,0,0,0,0,0,1,0,0
32,11,176,2,0,0,0,0,0,0,0,1
38,29,247,5,840,0,1,0,0,1,0,0
62,4,191,3,2590,0,0,0,0,0,0,1
50,16,235,2,2040,0,0,0,0,0,0,1
42,6,288,2,0,0,0,0,0,1,0,0
40,34,271,3,0,1,0,0,0,0,0,1
46,20,302,5,5240,0,0,0,0,0,1,0
55,26,134,4,0,0,0,0,0,0,0,1
64,12,107,3,2490,1,1,0,0,1,0,0
24,35,45,1,0,0,0,0,0,0,0,1
37,11,222,3,0,0,0,0,0,0,1,0
41,32,171,3,0,0,0,0,0,0,1,0
43,29,13,2,0,0,0,0,0,0,0,1
53,24,257,5,1630,0,0,0,0,1,0,0
41,22,155,4,0,0,0,0,0,0,0,1
53,9,27,2,1630,0,0,0,0,0,0,1
53,21,299,4,1350,0,0,0,0,0,1,0
59,14,159,3,0,0,0,0,0,0,0,1
38,1,222,1,1570,0,0,1,0,0,0,1
40,36,82,2,0,1,1,0,0,1,0,0
45,32,165,1,0,0,1,0,0,1,0,0
32,30,240,5,0,0,0,0,0,0,1,0
54,31,187,3,0,0,0,0,0,0,0,1
29,15,239,1,0,0,0,0,0,0,1,0
22,32,305,2,2360,0,0,0,0,0,1,0
46,19,350,4,2310,1,0,0,0,0,0,1
36,16,112,4,1740,0,0,0,0,1,0,0
41,18,293,4,2870,0,0,0,0,0,1,0
53,38,188,2,0,0,0,0,0,1,0,0
38,38,292,5,0,1,0,0,0,0,0,1
61,30,164,2,0,0,0,0,0,1,0,0
48,30,166,1,2050,0,0,1,0,0,0,1
63,26,335,5,0,0,0,0,0,0,0,1
52,26,291,4,0,0,0,0,0,0,0,1
49,13,146,2,0,0,0,0,0,1,0,0
53,12,74,1,0,1,0,0,0,0,1,0
60,33,181,2,0,0,0,0,0,0,0,1
52,22,292,2,0,0,0,0,0,1,0,0
44,25,19,3,0,0,0,0,0,1,0,0
26,22,79,4,1590,0,0,0,0,0,0,1
36,27,277,4,0,0,0,0,0,0,1,0
28,36,263,2,0,0,0,0,0,0,0,1
41,39,208,3,1000,0,0,0,0,1,0,0
56,16,117,3,2470,0,0,0,0,1,0,0
41,10,70,4,0,0,0,0,0,0,1,0
36,14,220,1,0,0,0,0,0,1,0,0
25,9,117,2,0,0,0,0,0,0,0,1
20,15,196,3,0,1,0,0,0,1,0,0
45,8,284,2,0,0,0,0,0,1,0,0
46,3,256,3,0,0,0,0,0,0,0,1
48,6,276,1,2140,0,0,0,0,1,0,0
50,20,293,3,0,0,0,0,0,0,1,0
49,27,26,1,3330,0,0,0,0,0,1,0
34,35,203,5,0,0,0,0,0,0,1,0
38,35,49,1,910,0,0,0,0,0,1,0
56,32,65,1,1080,0,0,0,0,1,0,0
39,20,124,3,0,0,0,0,0,0,0,1
27,1,312,4,2290,0,0,0,0,1,0,0
60,23,307,2,0,0,1,0,0,0,1,0
53,12,340,3,0,0,0,0,0,1,0,0
29,38,276,5,0,0,0,0,0,1,0,0
18,19,342,1,3570,1,0,0,0,0,0,1
39,24,130,4,0,0,0,0,0,0,0,1
47,3,266,2,1400,0,0,0,0,0,1,0
31,3,164,4,3610,0,0,0,0,1,0,0
21,27,22,4,1660,0,0,0,0,1,0,0
20,25,58,5,0,0,0,0,0,1,0,0
61,13,99,2,1690,0,0,0,0,0,1,0
29,26,306,2,3010,1,0,0,0,0,1,0
26,34,172,4,0,0,1,0,0,1,0,0
65,5,179,5,0,0,0,0,0,1,0,0
51,5,198,2,1700,0,0,0,0,1,0,0
22,15,194,4,1270,0,0,0,0,1,0,0
52,3,73,5,1570,0,0,0,0,0,0,1
39,29,216,5,970,0,0,0,0,0,0,1
51,8,90,5,0,0,0,0,0,0,1,0
33,3,116,2,0,1,0,0,0,1,0,0
63,20,253,5,3660,0,0,0,0,0,0,1
22,33,174,4,0,1,0,0,0,1,0,0
56,37,341,2,1690,0,0,0,0,1,0,0
40,4,60,2,0,0,0,0,0,1,0,0
30,7,28,2,0,0,1,0,0,1,0,0
58,4,217,1,0,1,0,0,0,1,0,0
45,17,348,5,0,0,0,0,0,1,0,0
52,35,174,2,0,0,0,0,0,0,1,0
38,32,229,2,1360,0,1,0,0,0,0,1
59,12,11,4,0,0,0,0,0,0,1,0
63,34,47,4,0,0,0,0,0,1,0,0
59,23,332,1,1340,0,0,0,0,0,1,0
57,17,342,2,0,0,0,0,0,1,0,0
21,28,300,3,1190,0,0,0,0,1,0,0
57,11,67,4,0,0,0,0,0,0,0,1
49,30,202,1,0,1,0,0,0,1,0,0
42,16,132,5,0,1,1,0,0,1,0,0
44,6,256,3,1630,0,0,0,0,0,0,1
41,32,14,4,0,0,0,0,0,1,0,0
49,34,252,2,0,0,0,0,0,0,0,1
36,27,350,5,0,0,1,0,0,0,1,0
43,24,199,2,830,0,0,0,0,0,0,1
49,18,161,5,0,0,0,0,0,0,0,1
58,26,209,1,0,0,0,0,0,0,1,0
37,31,72,3,0,0,0,0,0,0,0,1
55,37,83,4,0,0,0,0,0,0,1,0
19,10,227,2,0,0,0,0,0,0,0,1
44,27,171,3,2940,1,1,0,0,0,0,1
31,7,332,4,1410,0,0,0,0,0,0,1
36,17,184,4,1030,0,1,0,0,0,1,0
65,32,142,4,0,0,0,0,0,1,0,0
48,38,275,3,0,0,0,0,0,0,0,1
55,6,252,4,0,0,0,0,0,0,0,1
27,6,63,3,0,0,0,0,0,0,1,0
40,0,98,5,0,0,0,0,0,0,1,0
44,34,16,3,860,0,0,0,0,1,0,0
23,2,75,4,0,0,0,0,0,0,1,0
38,34,104,2,0,0,0,0,0,0,1,0
63,22,32,5,0,0,0,0,0,0,0,1
64,21,345,3,970,1,0,0,0,0,0,1
57,30,216,4,1310,0,0,0,0,0,1,0
31,17,301,2,0,1,0,0,0,0,1,0
55,1,196,2,0,0,0,0,0,1,0,0
62,5,39,1,0,1,1,0,0,1,0,0
43,24,338,4,0,0,0,0,0,0,0,1
42,9,214,5,0,0,0,0,0,0,0,1
52,18,301,1,0,1,0,0,0,1,0,0
65,9,127,2,0,0,0,0,0,1,0,0
26,14,30,2,1370,0,1,0,0,1,0,0
42,24,46,5,0,0,0,0,0,0,1,0
30,8,74,2,0,0,0,0,0,0,1,0
46,14,147,2,0,0,0,0,0,1,0,0
53,15,341,2,0,0,0,0,0,1,0,0
51,13,57,2,0,0,0,0,0,0,0,1
47,3,169,4,3290,1,0,0,0,0,1,0
58,27,317,5,1820,0,0,0,0,0,0,1
27,30,89,3,0,0,0,0,0,0,0,1
65,22,283,2,1420,0,0,0,0,1,0,0
49,28,294,4,0,0,0,0,0,1,0,0
36,5,274,2,0,0,0,0,0,1,0,0
21,3,34,5,0,0,0,0,0,1,0,0
34,35,325,1,0,1,0,0,0,0,1,0
43,26,191,2,0,0,0,0,0,1,0,0
65,37,103,1,1670,0,0,0,0,0,1,0
46,13,348,4,1960,0,0,0,0,0,1,0
34,35,259,3,0,0,0,0,0,1,0,0
61,29,144,5,0,0,0,0,0,0,0,1
25,5,237,5,0,0,0,0,0,0,0,1
36,17,120,3,0,0,0,0,0,1,0,0
60,1,53,2,0,0,0,0,0,0,0,1
53,3,256,4,1110,0,0,0,1,0,0,1
54,24,145,2,0,0,1,0,0,1,0,0
38,25,123,5,1370,0,0,0,0,1,0,0
53,18,33,3,0,0,0,0,0,0,0,1
21,24,173,1,1840,1,0,0,0,0,0,1
26,20,269,3,0,0,0,0,0,0,1,0
40,6,324,4,0,0,0,0,0,1,0,0
56,16,257,4,0,0,1,0,0,0,0,1
41,17,75,4,0,0,0,0,0,0,0,1
39,3,275,4,0,0,0,0,0,0,0,1
46,14,320,3,0,0,0,0,0,0,0,1
26,25,255,5,0,0,0,0,0,0,1,0
64,10,291,2,2290,1,1,0,0,0,1,0
36,13,92,3,0,0,0,0,0,0,0,1
22,21,288,1,1850,0,0,0,0,0,1,0
56,29,132,2,0,0,0,0,0,0,0,1
29,41,313,4,0,0,0,0,0,0,1,0
32,33,162,3,830,0,0,0,0,1,0,0
43,28,70,1,4420,0,0,0,0,1,0,0
23,28,269,5,0,0,0,1,0,0,0,1
50,2,116,5,0,0,0,0,0,1,0,0
62,8,137,3,0,0,0,0,0,0,0,1
56,24,239,5,0,0,0,0,0,1,0,0
21,18,179,2,0,0,0,0,0,1,0,0
25,18,293,3,1320,0,0,0,0,1,0,0
41,17,237,2,0,0,0,0,0,0,0,1
53,16,290,2,2330,0,0,0,0,0,1,0
20,8,68,4,0,0,1,0,0,0,1,0
33,6,70,5,1960,0,1,0,0,0,1,0
18,7,293,2,0,0,0,0,0,0,1,0
46,20,144,1,0,0,0,0,0,0,0,1
36,12,89,4,0,0,1,0,0,0,1,0
28,13,59,2,0,0,0,0,0,1,0,0
51,8,131,4,0,1,0,0,0,1,0,0
29,9,292,4,0,0,0,0,0,0,0,1
20,5,122,3,0,1,0,0,0,1,0,0
31,4,88,1,0,1,0,0,0,1,0,0
42,32,198,4,0,0,0,0,0,0,1,0
27,27,252,1,0,0,0,0,0,0,1,0
40,9,191,2,0,0,0,0,0,1,0,0
18,4,106,4,0,0,0,0,0,0,0,1
36,14,300,4,0,0,0,0,0,0,0,1
63,33,191,4,910,0,0,0,0,0,1,0
32,21,21,1,0,0,0,0,0,0,1,0
49,26,320,2,0,1,0,0,0,1,0,0
52,6,297,3,0,0,0,0,0,1,0,0
21,28,70,3,0,0,0,0,0,0,1,0
19,6,275,5,0,0,0,0,0,1,0,0
49,7,282,3,0,1,0,0,0,0,1,0
65,20,198,4,0,0,0,0,0,0,0,1
51,7,53,4,0,1,0,0,0,0,0,1
53,24,19,1,0,0,0,0,0,0,0,1
